resource_id,title,full_name,url,description,author,stars,forks,language_prog,language_content,skills_keywords,difficulty,topics,updated_at,license
github_0031,chromadb_quickstart,johnnycode8/chromadb_quickstart,https://github.com/johnnycode8/chromadb_quickstart,Tutorials to help you get started with ChromaDB. Chroma has built-in functionality to embed text and images so you can build out your proof-of-concepts on a vector database quickly. Associated videos:,johnnycode8,71,28,Jupyter Notebook,en,向量数据库;Embedding,intermediate,,2026-04-14,MIT
github_0050,awesome-code-docs,johnxie/awesome-code-docs,https://github.com/johnxie/awesome-code-docs,"201 deep-dive tutorials for AI agents, LLM frameworks & coding tools — 8 chapters each with mermaid diagrams and annotated source code",johnxie,64,9,Python,en,Agent;智能体;Tool Use,intermediate,ai-agents;ai-coding-assistant;ai-tutorial;awesome-list;awesome-lists;bolt-diy;cline;developer-tools;documentation;generative-ai,2026-05-26,MIT
github_0008,Awesome-LangChain-for-LLM-Application-Development,MING-ZCH/Awesome-LangChain-for-LLM-Application-Development,https://github.com/MING-ZCH/Awesome-LangChain-for-LLM-Application-Development,中文教程：《使用 LangChain 开发基于 LLM 的应用程序》,MING-ZCH,54,16,Jupyter Notebook,zh,LangChain;LLM应用,intermediate,,2026-05-26,MIT
github_0064,TransformerFromScratch,Animadversio/TransformerFromScratch,https://github.com/Animadversio/TransformerFromScratch,"Tutorial for Harvard Medical School ML from Scratch Series: Transformer from Scratch. Demo the usage of transformer in various domains: Music sheet, audio signal, image generation & discrimination",Animadversio,45,8,Python,en,Transformer;注意力机制,beginner,audio-transformers;ml;mlfromscratch;music-transformer;transformer;vision-transformer,2026-04-27,MIT
github_0034,RAG-Agents-for-LLM-course,MateoProjects/RAG-Agents-for-LLM-course,https://github.com/MateoProjects/RAG-Agents-for-LLM-course,Tutorials and exercises are done in the course 'Building RAG Agents with LLM',MateoProjects,34,8,Jupyter Notebook,en,大语言模型;LLM,intermediate,,2026-05-21,
github_0035,aweone-eino-learn,prudentsurfa/aweone-eino-learn,https://github.com/prudentsurfa/aweone-eino-learn,"Eino Learn is a free and open-source learning platform that provides a wide range of educational resources and tools for learners of all ages. It offers a variety of courses, tutorials, and interactiv",prudentsurfa,30,1,Go,en,大语言模型;LLM,intermediate,,2025-10-28,MIT
github_0036,zero-to-ai,PavanMudigonda/zero-to-ai,https://github.com/PavanMudigonda/zero-to-ai,"Free AI/ML course with 950+ Jupyter notebooks — Python, deep learning, LLMs, RAG, agents, prompt engineering, fine-tuning, MLOps",PavanMudigonda,26,11,Jupyter Notebook,en,大语言模型;LLM,intermediate,ai-agents;artificial-intelligence;beginner-friendly;data-science;deep-learning;generative-ai;huggingface;jupyter-notebook;learning-resources;llm,2026-05-27,MIT
github_0065,one-transformer,open-chinese/one-transformer,https://github.com/open-chinese/one-transformer,a tutorial for training a PyTorch transformer from scratch,open-chinese,26,5,Python,en,Transformer;注意力机制,beginner,,2026-05-21,MIT
github_0037,modern-llm-notebook,walkinglabs/modern-llm-notebook,https://github.com/walkinglabs/modern-llm-notebook,"A hands-on course for building modern LLMs from scratch in PyTorch, with 23 runnable Jupyter Notebooks covering tokenizers, attention, MoE, RLHF, inference, evaluation, and distillation.",walkinglabs,25,4,Jupyter Notebook,en,Transformer;LLM;大语言模型;注意力机制,beginner,ai;attention;finetune;gpt;large-language-models;llm;notebook;pretrain;transformer;tutorial,2026-05-28,NOASSERTION
github_0038,tour-of-agents,ahumblenerd/tour-of-agents,https://github.com/ahumblenerd/tour-of-agents,A 30-minute course to get up to speed on how AI  agents actually work,ahumblenerd,24,2,TypeScript,en,大语言模型;LLM,intermediate,ai;ai-agents;autogen;crewai;interactive;langchain;llm;pyodide;python;tutorial,2026-05-15,MIT
github_0059,ai-learning,princepal9120/ai-learning,https://github.com/princepal9120/ai-learning,"AI Learning: A comprehensive repository for Artificial Intelligence and Machine Learning resources, primarily using Jupyter Notebooks and Python. Explore tutorials, projects, and guides covering found",princepal9120,23,2,Jupyter Notebook,en,FastAPI;API部署,advanced,chatbot;crewai;fastapi;huggingface;langchain;langgraph;mcp;mcp-server;python;pytorch,2026-05-09,
github_0039,agent-zero-to-hero,KeWang0622/agent-zero-to-hero,https://github.com/KeWang0622/agent-zero-to-hero,"Build a Claude-Code-shaped agent harness from scratch. 7-week course, 19 chapters, ~4500 lines of Python, 42 tests, 3 LLM providers, no frameworks.",KeWang0622,19,0,Python,en,大语言模型;LLM,beginner,agent;claude-code;educational;from-scratch;llm;mcp;python;tutorial,2026-05-27,MIT
github_0009,python_langchain-CN,liteli1987gmail/python_langchain-CN,https://github.com/liteli1987gmail/python_langchain-CN,🦜️🔗 LangChain中文网: 500页超详细中文文档教程，助力LLM/chatGPT应用开发,liteli1987gmail,12,1,Python,zh,LangChain;LLM应用,intermediate,langchain;langchain-python;python,2025-08-27,MIT
github_0060,a2wsgi-examples,hasansezertasan/a2wsgi-examples,https://github.com/hasansezertasan/a2wsgi-examples,The goal of this project is to provide examples about integrating different Python Web Frameworks and how they can be used together with a2wsgi.,hasansezertasan,11,3,Python,en,FastAPI;API部署,intermediate,a2wsgi;asgi;django;examples;fastapi;flask;guide;mount;python;tutorial,2026-05-18,MIT
github_0061,supafast,cloudguruab/supafast,https://github.com/cloudguruab/supafast,"Supabase tutorial included in supabase-py community project using FastAPI, and Redis to periodically cache and serve consumer credit data, all deployed on Deta Micros",cloudguruab,8,3,Python,en,FastAPI;API部署,intermediate,deta-micros;python;redis,2024-08-09,
github_0015,Context-Engineering-CN,xjthy001/Context-Engineering-CN,https://github.com/xjthy001/Context-Engineering-CN,Context Engineering完整中文教程：RAG系统、记忆架构、多智能体、认知工具、神经场论 |   750K+字 | 即用模板,xjthy001,7,1,Python,zh,RAG;检索增强生成,intermediate,ai;ai-agents;context-engineering;edu,2026-03-16,
github_0051,build-ai-agent-that-works,anirvandecodes/build-ai-agent-that-works,https://github.com/anirvandecodes/build-ai-agent-that-works,"A comprehensive end-to-end tutorial series covering the complete lifecycle of building, deploying, and monitoring AI agents using modern GenAI frameworks.",anirvandecodes,7,33,Jupyter Notebook,en,Agent;智能体;Tool Use,intermediate,agentic-ai;agents;app;databricks;genai;langchain;langraph;mlflow;python;rag,2026-05-23,MIT
github_0052,build-your-own-ai-agent,Lay4U/build-your-own-ai-agent,https://github.com/Lay4U/build-your-own-ai-agent,"12 practical projects to master AI agents from scratch. No frameworks, no magic — just Python and an LLM.",Lay4U,7,1,Python,en,Agent;智能体;Tool Use,beginner,ai-agent;artificial-intelligence;build-your-own-x;learn-by-doing;llm;mcp;multi-agent;ollama;openai;python,2026-05-08,MIT
github_0062,Potato-Disease-Classification,Bibhuti5/Potato-Disease-Classification,https://github.com/Bibhuti5/Potato-Disease-Classification,Potato Disease Classification Setup for Python: Install Python (Setup instructions)  Install Python packages  pip3 install -r training/requirements.txt pip3 install -r api/requirements.txt Install Ten,Bibhuti5,7,0,Jupyter Notebook,en,FastAPI;API部署,intermediate,,2025-11-18,
github_0053,AI-Agent-Framework-Tutorial-Sales-Report-Automation,SaM-92/AI-Agent-Framework-Tutorial-Sales-Report-Automation,https://github.com/SaM-92/AI-Agent-Framework-Tutorial-Sales-Report-Automation,This project demonstrates how to use the Microsoft Agent Framework to build AI-powered workflows for data analysis and reporting.,SaM-92,6,1,Python,en,Agent;智能体;Tool Use,intermediate,agent-development;agentic-ai;azure;data-science;microsoft;microsoft-agent-framework;sales-ai;sales-report-agent,2026-04-15,
github_0010,LangChain-Notebooks,Ai-trainee/LangChain-Notebooks,https://github.com/Ai-trainee/LangChain-Notebooks,LangChain学习日志，适用于中文环境教程,Ai-trainee,5,1,Jupyter Notebook,zh,LangChain;LLM应用,intermediate,,2025-01-08,Apache-2.0
github_0011,langchain-tutorial-python-zh-CN,wanxsb/langchain-tutorial-python-zh-CN,https://github.com/wanxsb/langchain-tutorial-python-zh-CN,LangChain 中文教程（Python 版），本教程由 LangChain 官方 Python 文档翻译整理而成,wanxsb,5,1,Python,zh,LangChain;LLM应用,intermediate,,2026-05-07,
github_0054,ai_agent,MMMAkees/ai_agent,https://github.com/MMMAkees/ai_agent,"An educational website to learn how to build autonomous AI agents using modern tools, frameworks and real-world tutorials.",MMMAkees,5,0,HTML,en,Agent;智能体;Tool Use,intermediate,,2026-04-16,
github_0055,CrewAI-Tutorial,Rahul4112002/CrewAI-Tutorial,https://github.com/Rahul4112002/CrewAI-Tutorial,CrewAI is a Python framework for building and managing AI agent teams that collaborate to complete complex tasks. It enables multi-agent orchestration with role-based behavior and dynamic workflows.,Rahul4112002,3,0,,en,Agent;智能体;Tool Use,intermediate,,2025-12-11,
github_0056,strands-agents-learning,jztan/strands-agents-learning,https://github.com/jztan/strands-agents-learning,Hands-on tutorials for building AI agents with the Strands Framework - from simple chatbots to multi-agent systems.,jztan,3,0,Jupyter Notebook,en,Agent;智能体;Tool Use,intermediate,agent;agentic-ai;agents;antrophic;bedrock;jupyter-notebook;learning-by-doing;llama;ollama;openai,2026-05-27,Apache-2.0
github_0057,awesome-ai-agent-frameworks,Vincentwei1021/awesome-ai-agent-frameworks,https://github.com/Vincentwei1021/awesome-ai-agent-frameworks,🤖 AI Agent Framework Guide (中文) | Scion · AutoGen · CrewAI · LangGraph · MetaGPT · Dify · Coze — 深度对比 + 选型决策树 | Chinese developer guide for choosing the right multi-agent framework,Vincentwei1021,2,0,,zh,Agent;智能体;Tool Use,intermediate,agent-framework;ai-agent;autogen;awesome;awesome-list;chinese;comparison;coze;crewai;dify,2026-05-13,MIT
github_0016,How-to-use-dify,hijasonxu1/How-to-use-dify,https://github.com/hijasonxu1/How-to-use-dify,Dify 中文系统教程：从零基础入门到知识库、Workflow、Agent、API、自部署和生产交付,hijasonxu1,1,1,,zh,RAG;检索增强生成,beginner,ai-agent;ai-workflow;beginner-friendly;chinese-tutorial;dify;dify-ai;documentation;llm-apps;rag,2026-05-09,MIT
github_0017,langchain-from-zero,it-worker-tango/langchain-from-zero,https://github.com/it-worker-tango/langchain-from-zero,🚀 从零到精通 LangChain - 21章完整中文教程 | 使用 vLLM+Qwen、Langfuse、Playwright | Agent/RAG/LangGraph/MCP 全覆盖 | 100+示例,it-worker-tango,1,0,,zh,RAG;检索增强生成,beginner,agent;ai;chinese;langchain;langfuse;langgraph;llm;mcp;openai;python,2026-04-10,
github_0018,LLM-Practice,Allen0497/LLM-Practice,https://github.com/Allen0497/LLM-Practice,"大模型训练全流程实战指南：从预训练到部署。涵盖 PT → SFT → DPO/PPO/GRPO → 蒸馏 → Agentic RAG，基于 Qwen2.5-0.5B，配套 14 篇深度教程（12,000+ 行，500KB+），代码全中文注释。",Allen0497,1,0,Python,zh,RAG;检索增强生成,intermediate,,2026-05-20,
github_0046,Natural-Language-Processing-NLP-Learning,rani-sikdar/Natural-Language-Processing-NLP-Learning,https://github.com/rani-sikdar/Natural-Language-Processing-NLP-Learning,"A comprehensive repository of study materials, tutorials, and code implementations for Natural Language Processing (NLP). Includes topics like text preprocessing, embeddings, sentiment analysis, machi",rani-sikdar,1,0,Jupyter Notebook,en,Embedding;文本向量化;NLP,intermediate,natural-language-processing;nlp;nlp-library;nlp-machine-learning;nltk-library;nltk-python,2025-01-01,
github_0019,github-newbie-finder,Guzi212/github-newbie-finder,https://github.com/Guzi212/github-newbie-finder,一句中文需求 → 适合新手的 GitHub 项目推荐 + 个性化部署教程。FastAPI + Streamlit + DeepSeek/OpenAI/Anthropic.,Guzi212,0,0,Python,zh,RAG;检索增强生成,intermediate,beginner-friendly;chinese;deepseek;fastapi;github;llm;obsidian;project-finder;rag;streamlit,2026-05-09,MIT
github_0047,Word_Embeddings_And_Simple_Sentiment__Classifier_using_Keras_Embedding_Layer,Soham20030/Word_Embeddings_And_Simple_Sentiment__Classifier_using_Keras_Embedding_Layer,https://github.com/Soham20030/Word_Embeddings_And_Simple_Sentiment__Classifier_using_Keras_Embedding_Layer,"Tutorial on building a sentiment classifier with Keras Embedding layers - demonstrates text preprocessing, word embeddings, and neural network training for NLP.",Soham20030,0,0,Jupyter Notebook,en,Embedding;文本向量化;NLP,intermediate,,2025-12-06,
github_0048,label-sleuth-watson-nlp-classification-tutorial,IBM/label-sleuth-watson-nlp-classification-tutorial,https://github.com/IBM/label-sleuth-watson-nlp-classification-tutorial,Resources associated with IBM Developer tutorial: Prepare and Deploy a Text Classification Model using Label Sleuth and the Watson NLP Library for embeddable AI,IBM,0,1,Jupyter Notebook,en,Embedding;文本向量化;NLP,intermediate,,2023-03-09,Apache-2.0
github_0049,all-about-NLP,HaseebUlHassan437/all-about-NLP,https://github.com/HaseebUlHassan437/all-about-NLP,"Code implementations for **“The Ultimate NLP Guide”** — a complete collection of Colab notebooks and Python scripts that mirror the PDF’s chapter‑by‑chapter tutorials, from text preprocessing and embe",HaseebUlHassan437,0,0,Jupyter Notebook,en,Embedding;文本向量化;NLP,intermediate,,2025-03-23,MIT
